DNR Peat Inventory ID #,D_Sample #,D_Sampnum,D_Sampnsub,D_Top Depth (cm),D_Bottom Depth (cm),D_Bulk Density (g/cc),D_Moisture Content (%),D_PH H2O,D_PH CaCl2,D_Ash Content (%),D_Uniq_id,D_Depthnum
STLO-1905115-39, 558,558,,235.0,250.0,0.14,86.7,4.6,3.8,10.3,3387,5
STLO-1905115-39, 559,559,,284.0,299.0,0.13,86.8,4.8,4.1,6.2,3388,6
STLO-1905115-40, 562,562,,35.0,50.0,0.08,91.4,4.0,3.1,3.9,3389,1
STLO-1905115-40, 563,563,,84.0,99.0,0.08,91.6,4.1,3.2,3.8,3390,2
STLO-1905115-40, 564,564,,135.0,150.0,0.09,91.1,4.3,3.4,4.2,3391,3
STLO-1905115-40, 565,565,,184.0,199.0,0.1,89.6,4.4,3.6,6.3,3392,4
STLO-1905115-40, 566,566,,235.0,250.0,0.13,88.0,4.6,3.7,6.5,3393,5
STLO-1905115-40, 567,567,,284.0,299.0,0.13,87.6,4.8,4.0,12.7,3394,6
STLO-1905115-40, 568,568,,334.0,349.0,0.15,86.4,5.2,4.4,12.6,3395,7
STLO-1905116-41, 571,571,,35.0,50.0,0.1,89.0,3.9,3.0,8.0,3396,1
STLO-1905116-41, 572,572,,84.0,99.0,0.08,91.5,4.0,3.2,3.6,3397,2
STLO-1905116-41, 573,573,,135.0,150.0,0.11,89.8,4.1,3.2,2.6,3398,3
STLO-1905116-41, 574,574,,184.0,199.0,0.14,86.3,4.2,3.4,5.5,3399,4
STLO-1905116-42, 575,575,,35.0,50.0,0.14,85.4,3.7,3.0,6.8,3400,1
STLO-1905116-42, 576,576,,84.0,99.0,0.1,89.8,3.8,3.1,3.7,3401,2
STLO-1905116-42, 577,577,,135.0,150.0,0.09,90.5,4.2,3.2,5.0,3402,3
STLO-1905116-42, 578,578,,184.0,199.0,0.07,92.2,4.5,3.5,3.4,3403,4
STLO-1905116-42, 579,579,,235.0,250.0,0.2,80.3,4.8,3.9,4.8,3404,5
STLO-1905116-42, 580,580,,284.0,299.0,0.24,75.5,5.1,4.3,4.9,3405,6
STLO-1905116-42, 581,581,,335.0,350.0,0.19,81.4,5.4,4.7,14.5,3406,7
STLO-1905116-42, 582,582,,384.0,399.0,0.19,80.4,5.7,5.1,12.7,3407,8
STLO-1905116-42, 583,583,,415.0,430.0,0.25,75.3,5.5,4.8,9.8,3408,9
STLO-1905116-43, 586,586,,35.0,50.0,0.09,88.4,3.9,3.3,8.5,3409,1
STLO-1905116-43, 587,587,,84.0,99.0,0.14,84.3,4.1,3.3,5.6,3410,2
STLO-1905116-43, 588,588,,135.0,150.0,0.29,73.2,4.5,3.8,5.5,3411,3
STLO-1905116-43, 589,589,,184.0,199.0,0.2,79.2,5.1,4.5,19.1,3412,4
STLO-1905116-44, 592,592,,35.0,50.0,0.16,83.2,3.7,3.0,12.2,3413,1
STLO-1905116-44, 593,593,,84.0,99.0,0.13,86.7,4.0,3.2,4.7,3414,2
STLO-1905116-44, 594,594,,135.0,150.0,0.13,87.5,4.3,3.5,5.1,3415,3
STLO-1905116-44, 595,595,,184.0,199.0,0.16,84.4,4.6,3.9,6.1,3416,4
STLO-1905117-45, 596,596,,35.0,50.0,0.08,91.6,4.1,3.2,4.2,3417,1
STLO-1905117-45, 597,597,,60.0,75.0,0.18,81.7,4.0,3.2,15.7,3418,2
STLO-1905235-105, 849,849,,35.0,50.0,0.12,87.1,3.9,3.3,6.9,3419,1
STLO-1905235-105, 850,850,,84.0,99.0,0.18,81.7,4.6,4.0,19.9,3420,2
STLO-1905235-105, 851,851,,135.0,150.0,0.16,83.9,5.2,4.6,11.4,3421,3
STLO-1905235-106, 599,599,,35.0,50.0,0.15,85.3,3.7,3.1,7.6,3422,1
STLO-1905235-106, 600,600,,84.0,99.0,0.13,86.9,4.2,3.5,10.4,3423,2
STLO-1905235-106, 601,601,,135.0,150.0,0.15,86.4,4.9,4.2,19.3,3424,3
STLO-1905235-106, 602,602,,184.0,199.0,0.14,86.1,5.4,4.8,10.7,3425,4
STLO-1905235-106, 603,603,,235.0,250.0,0.19,83.0,5.6,4.9,29.5,3426,5
STLO-1905235-106, 604,604,,284.0,299.0,0.11,88.8,5.6,4.9,9.3,3427,6
STLO-1905235-106, 605,605,,335.0,350.0,0.14,87.0,5.7,5.0,6.2,3428,7
STLO-1905235-106A,5162,5162,,,300.0,,,5.9,5.1,,3429,1
STLO-1905235-107, 616,616,,45.0,60.0,0.15,84.7,3.9,3.1,7.8,3430,1
STLO-1905235-107, 617,617,,84.0,99.0,0.14,85.8,4.1,3.2,10.7,3431,2
STLO-1905235-107, 618,618,,135.0,150.0,0.15,86.6,4.6,3.7,7.8,3432,3
STLO-1905235-107, 619,619,,184.0,199.0,0.13,87.4,5.1,4.3,7.9,3433,4
STLO-1905235-107, 620,620,,235.0,250.0,0.14,87.0,5.5,6.8,13.2,3434,5
STLO-1905235-107, 621,621,,284.0,299.0,0.16,84.9,5.6,5.1,13.2,3435,6
STLO-1905235-107, 622,622,,335.0,350.0,0.14,86.6,5.9,5.3,8.7,3436,7
STLO-1905235-108, 609,609,,35.0,50.0,0.15,85.3,3.9,3.1,7.9,3437,1
STLO-1905235-108, 610,610,,84.0,99.0,0.14,86.0,4.1,3.3,5.3,3438,2
STLO-1905235-108, 611,611,,135.0,150.0,0.16,84.0,4.3,3.5,5.6,3439,3
STLO-1905235-108, 612,612,,184.0,199.0,0.13,86.6,4.6,3.7,6.2,3440,4
STLO-1905235-108, 613,613,,235.0,250.0,0.21,81.3,4.8,4.1,15.2,3441,5
STLO-1905235-109, 624,624,,35.0,50.0,0.16,84.0,4.3,3.8,9.3,3442,1
STLO-1905235-109, 625,625,,84.0,99.0,0.16,84.4,5.1,4.3,6.3,3443,2
STLO-1905235-109, 626,626,,135.0,150.0,0.16,85.6,5.1,4.3,6.8,3444,3
STLO-1905236-110, 628,628,,35.0,50.0,0.12,87.9,4.0,3.1,4.2,3445,1
STLO-1905236-110, 629,629,,84.0,99.0,0.14,86.0,3.9,3.1,3.7,3446,2
STLO-1905236-110, 630,630,,135.0,150.0,0.16,85.7,4.1,3.3,5.4,3447,3
STLO-1905236-110, 631,631,,184.0,199.0,0.15,85.9,4.3,3.4,5.0,3448,4
STLO-1905236-110, 632,632,,235.0,250.0,0.17,84.0,4.6,3.7,9.3,3449,5
STLO-1905236-111, 634,634,,40.0,55.0,0.15,85.2,3.9,3.2,10.9,3450,1
STLO-1905236-111, 635,635,,84.0,99.0,0.1,90.5,4.1,3.2,4.1,3451,2
STLO-1905236-111, 636,636,,135.0,150.0,0.1,89.5,4.4,3.5,7.6,3452,3
STLO-1905236-111, 637,637,,184.0,199.0,0.12,88.3,4.7,3.8,8.8,3453,4
STLO-1905236-111, 638,638,,235.0,250.0,0.14,87.3,4.9,4.1,6.4,3454,5
STLO-1905236-111, 639,639,,284.0,299.0,0.13,87.6,5.1,4.3,8.4,3455,6
STLO-1905236-111, 640,640,,335.0,350.0,0.16,85.3,5.2,4.5,14.0,3456,7
STLO-1905236-111, 641,641,,384.0,399.0,0.13,87.2,5.3,4.6,5.5,3457,8
STLO-1905236-111, 642,642,,435.0,450.0,0.13,89.0,5.4,4.7,4.0,3458,9
STLO-1905236-112, 644,644,,45.0,60.0,0.11,89.1,3.6,3.0,8.5,3459,1
STLO-1905236-112, 645,645,,84.0,99.0,0.08,91.2,3.9,3.1,5.9,3460,2
STLO-1905236-112, 646,646,,135.0,150.0,0.14,87.4,4.2,3.3,4.1,3461,3
STLO-1905236-112, 647,647,,184.0,199.0,0.11,89.2,4.4,3.5,4.7,3462,4
STLO-1905236-112, 648,648,,235.0,250.0,0.13,87.8,4.7,3.8,7.3,3463,5
STLO-1905236-112, 649,649,,284.0,299.0,0.13,87.2,4.8,4.1,6.8,3464,6
STLO-1905236-112, 650,650,,335.0,350.0,0.12,89.1,5.0,4.3,6.7,3465,7
STLO-1905236-112, 651,651,,384.0,399.0,0.1,90.4,5.1,4.4,7.9,3466,8
STLO-1905236-112, 652,652,,448.0,463.0,,86.4,5.2,4.7,34.9,3467,9
STLO-1905236-113, 654,654,,35.0,50.0,0.11,89.4,3.8,3.1,5.2,3468,1
STLO-1905236-113, 655,655,,84.0,99.0,0.09,90.4,3.9,3.1,3.4,3469,2
STLO-1905236-113, 656,656,,135.0,150.0,0.13,87.8,4.0,3.2,3.4,3470,3
STLO-1905236-113, 657,657,,184.0,199.0,0.09,90.3,4.4,3.5,4.2,3471,4
STLO-1905236-113, 658,658,,235.0,250.0,0.13,87.6,4.4,3.8,6.2,3472,5
STLO-1905236-113, 659,659,,284.0,299.0,0.12,88.1,4.7,4.0,8.4,3473,6
STLO-1905236-113, 660,660,,335.0,350.0,0.15,86.7,4.9,4.1,14.0,3474,7
STLO-1905236-113, 661,661,,384.0,399.0,0.18,82.9,5.0,4.3,9.7,3475,8
STLO-1905403-215, 855,855,,35.0,50.0,0.09,91.1,3.8,3.1,8.4,3476,1
STLO-1905403-215, 856,856,,84.0,99.0,0.07,92.2,4.3,3.6,5.5,3477,2
STLO-1905403-215, 857,857,,135.0,150.0,0.08,92.0,5.4,4.8,10.2,3478,3
STLO-1905403-215, 858,858,,184.0,199.0,0.17,83.5,5.6,5.2,15.3,3479,4
STLO-1905403-215, 859,859,,210.0,225.0,0.2,80.8,5.8,5.3,20.4,3480,5
STLO-1905403-216, 861,861,,35.0,50.0,0.07,92.8,3.7,3.0,7.0,3481,1
STLO-1905403-216, 862,862,,84.0,99.0,0.09,91.2,3.9,3.1,7.7,3482,2
STLO-1905403-216, 863,863,,135.0,150.0,0.09,91.0,4.1,3.4,3.8,3483,3
STLO-1905403-216, 864,864,,184.0,199.0,0.07,92.4,4.8,4.2,4.9,3484,4
STLO-1905403-216, 865,865,,235.0,250.0,0.11,89.2,5.5,5.0,7.3,3485,5
STLO-1905403-216, 866,866,,284.0,299.0,0.15,84.5,5.7,5.1,10.8,3486,6
STLO-1905405-217,1210,1210,,35.0,50.0,0.19,81.3,5.0,4.3,14.2,3487,1
STLO-1905410-218, 868,868,,35.0,50.0,0.09,90.5,3.7,3.2,10.1,3488,1
STLO-1905410-218, 869,869,,84.0,99.0,0.08,91.9,4.2,3.4,8.3,3489,2
STLO-1905410-218, 870,870,,135.0,150.0,0.12,88.3,4.2,3.7,5.2,3490,3
STLO-1905410-218, 871,871,,184.0,199.0,0.14,86.7,4.9,4.3,9.6,3491,4
STLO-1905410-218, 872,872,,235.0,250.0,0.15,85.8,5.4,4.8,9.8,3492,5
STLO-1905410-218, 873,873,,284.0,299.0,0.2,81.2,5.6,5.2,14.4,3493,6
STLO-1905410-218, 874,874,,335.0,350.0,0.17,84.0,5.8,5.4,10.1,3494,7
STLO-1905410-218, 875,875,,384.0,399.0,0.16,85.4,5.5,5.3,12.0,3495,8
STLO-1905410-218, 876,876,,410.0,425.0,0.19,83.3,5.8,5.6,24.7,3496,9
STLO-1905410-219, 878,878,,45.0,58.0,0.15,84.1,4.6,3.9,7.7,3497,1
STLO-1905410-219, 879,879,,84.0,99.0,0.13,86.6,5.1,4.5,8.8,3498,2
STLO-1905410-219, 880,880,,135.0,150.0,0.17,84.1,5.5,5.0,11.9,3499,3
STLO-1905410-219, 881,881,,184.0,199.0,0.21,80.0,5.6,5.2,18.5,3500,4
STLO-1905415-220, 883,883,,50.0,65.0,0.16,85.1,4.2,4.1,7.6,3501,1
STLO-1905415-220, 884,884,,84.0,99.0,0.15,85.9,4.8,4.2,7.7,3502,2
STLO-1905415-220, 885,885,,135.0,150.0,0.16,85.2,5.2,4.7,11.2,3503,3
STLO-1905415-220, 886,886,,161.0,176.0,0.23,80.0,5.4,5.1,16.5,3504,4
STLO-1905415-221, 888,888,,35.0,50.0,0.06,93.0,4.1,3.1,9.5,3505,1
STLO-1905415-221, 889,889,,84.0,99.0,0.05,93.5,4.0,3.1,8.3,3506,2
STLO-1905415-221, 890,890,,135.0,150.0,0.13,87.6,4.2,3.4,4.8,3507,3
STLO-1905415-221, 891,891,,167.0,182.0,0.15,85.8,4.6,4.1,21.1,3508,4
STLO-1905415-222, 893,893,,35.0,50.0,0.08,91.2,4.0,3.1,4.9,3509,1
STLO-1905415-222, 894,894,,84.0,99.0,0.1,89.7,3.9,3.2,3.7,3510,2
STLO-1905415-222, 895,895,,135.0,150.0,0.08,92.0,4.3,3.5,3.8,3511,3
STLO-1905415-222, 896,896,,184.0,199.0,0.13,87.1,4.6,3.9,8.5,3512,4
STLO-1905415-222, 897,897,,235.0,250.0,0.16,84.4,5.2,4.6,10.5,3513,5
STLO-1905415-222, 898,898,,266.0,281.0,0.16,85.2,5.6,5.1,15.2,3514,6
STLO-1905422-223, 900,900,,40.0,55.0,0.07,90.5,4.1,3.3,16.3,3515,1
STLO-1905422-223, 901,901,,84.0,99.0,0.07,90.3,3.8,3.1,9.1,3516,2
STLO-1905422-223, 902,902,,135.0,150.0,0.16,84.8,4.2,3.5,4.8,3517,3
STLO-1905422-223, 903,903,,176.0,191.0,0.2,81.0,4.5,3.9,10.6,3518,4
STLO-1905424-469,3822,3822,,20.0,35.0,0.11,88.2,4.7,4.2,5.2,3519,1
STLO-1905424-469,3823,3823,,70.0,85.0,0.14,86.7,5.4,4.8,10.8,3520,2
STLO-1905424-469,3824,3824,,125.0,140.0,0.13,87.7,5.7,5.2,9.1,3521,3
STLO-1905424-469,3825,3825,,175.0,190.0,0.12,89.0,6.0,5.4,7.7,3522,4
STLO-1905424-469,3826,3826,,205.0,220.0,0.13,88.3,5.8,5.2,6.6,3523,5
STLO-1905424-469,3827,3827,,225.0,240.0,0.21,81.5,6.1,5.5,30.7,3524,6
STLO-1905424-469,3828,3828,,265.0,280.0,0.14,87.6,6.0,5.5,7.3,3525,7
STLO-1905424-469,3829,3829,,320.0,335.0,0.11,89.5,6.2,5.6,6.1,3526,8
STLO-1905424-474,3847,3847,,25.0,40.0,0.1,87.9,5.1,4.3,5.5,3527,1
STLO-1905424-474,3848,3848,,75.0,90.0,0.12,87.9,5.6,4.9,7.2,3528,2
STLO-1905424-474,3849,3849,,115.0,130.0,0.14,86.5,5.8,5.2,9.5,3529,3
STLO-1905424-474,3850,3850,,170.0,185.0,0.16,85.1,6.0,5.4,21.1,3530,4
STLO-1905424-474,3851,3851,,215.0,230.0,0.12,89.2,6.0,5.4,6.4,3531,5
STLO-1905424-474,3852,3852,,265.0,280.0,0.18,83.6,6.2,5.6,16.8,3532,6
STLO-1905424-474,3853,3853,,315.0,330.0,0.11,89.6,6.0,5.4,8.4,3533,7
STLO-1905424-474,3854,3854,,360.0,375.0,0.09,91.8,6.2,5.6,4.7,3534,8
STLO-1905424-474,3920,3920,,55.0,70.0,0.12,87.7,,,7.4,3535,9
STLO-1905424-474,3921,3921,,185.0,200.0,0.15,85.7,,,19.4,3536,10
STLO-1905424-474,3922,3922,,265.0,280.0,0.16,85.9,,,16.6,3537,11
STLO-1905424-475,3855,3855,,25.0,40.0,0.19,86.0,4.7,4.1,10.4,3538,1
STLO-1905424-475,3856,3856,,70.0,85.0,0.18,87.5,5.6,5.0,7.1,3539,2
STLO-1905424-475,3857,3857,,125.0,140.0,0.13,87.9,5.9,5.3,8.8,3540,3
STLO-1905424-475,3858,3858,,165.0,180.0,0.18,87.5,6.0,5.3,9.9,3541,4
STLO-1905424-475,3859,3859,,230.0,245.0,0.11,88.9,6.1,5.5,7.9,3542,5
STLO-1905424-475,3860,3860,,255.0,270.0,0.1,82.9,6.2,5.6,18.6,3543,6
STLO-1905424-475,3861,3861,,315.0,330.0,,85.7,6.0,5.6,13.5,3544,7
STLO-1905425-470,3830,3830,,10.0,25.0,0.16,84.1,4.6,4.0,7.3,3545,1
STLO-1905425-470,3831,3831,,55.0,70.0,0.18,82.7,5.5,4.9,14.5,3546,2
STLO-1905425-470,3832,3832,,80.0,95.0,0.18,82.9,5.8,5.2,13.2,3547,3
STLO-1905425-470,3833,3833,,110.0,125.0,0.19,82.9,5.9,5.3,20.6,3548,4
STLO-1905425-470,3834,3834,,133.0,148.0,0.13,87.7,6.0,5.4,6.9,3549,5
STLO-1905425-470,3835,3835,,160.0,175.0,0.14,87.0,6.1,5.5,8.5,3550,6
STLO-1905425-471,3836,3836,,32.0,47.0,0.17,84.0,4.4,3.7,10.0,3551,1
STLO-1905425-471,3837,3837,,80.0,95.0,0.18,83.7,4.9,4.3,16.0,3552,2
STLO-1905425-471,3838,3838,,105.0,120.0,0.16,85.2,5.2,4.7,7.9,3553,3
STLO-1905425-472,3839,3839,,20.0,35.0,0.17,82.7,5.0,4.5,9.5,3554,1
STLO-1905425-472,3840,3840,,58.0,73.0,0.16,84.1,5.5,5.0,11.6,3555,2
STLO-1905425-472,3841,3841,,80.0,95.0,0.15,85.9,5.5,4.9,8.0,3556,3
STLO-1905425-472,3842,3842,,110.0,125.0,0.18,83.6,5.6,5.1,15.4,3557,4
STLO-1905425-473,3843,3843,,30.0,45.0,0.13,87.2,5.8,5.2,9.0,3558,1
STLO-1905425-473,3844,3844,,68.0,83.0,0.15,85.9,6.1,5.6,12.3,3559,2
STLO-1905425-473,3845,3845,,130.0,145.0,0.14,87.0,6.2,5.6,9.7,3560,3
STLO-1905425-473,3846,3846,,160.0,175.0,0.15,86.1,6.2,5.7,11.6,3561,4
STLO-1905425-473,3916,3916,,20.0,35.0,0.14,85.0,,,9.5,3562,5
STLO-1905425-473,3917,3917,,90.0,105.0,0.17,84.9,,,13.7,3563,6
STLO-1905425-473,3919,3919,,155.0,170.0,0.15,86.0,,,12.4,3564,7
STLO-1905427-224, 905,905,,35.0,50.0,0.17,81.4,5.4,4.9,10.6,3565,1
STLO-1905427-224, 906,906,,84.0,99.0,0.2,80.4,5.8,5.3,11.5,3566,2
STLO-1905427-224, 907,907,,110.0,125.0,0.22,80.5,6.1,5.5,12.3,3567,3
STLO-1905427-225, 909,909,,47.0,62.0,0.17,82.8,4.9,4.4,15.0,3568,1
STLO-1905427-225, 910,910,,84.0,99.0,0.21,79.7,5.5,5.1,16.4,3569,2
STLO-1905427-225, 911,911,,135.0,150.0,0.21,81.9,6.1,5.6,16.2,3570,3
STLO-1905427-226, 913,913,,45.0,60.0,0.15,83.9,4.3,3.9,6.7,3571,1
STLO-1905427-226, 914,914,,84.0,99.0,0.19,81.7,5.3,4.7,11.4,3572,2
STLO-1905427-226, 915,915,,135.0,150.0,0.2,81.7,5.8,5.3,19.0,3573,3
STLO-1905430-227, 946,946,,35.0,50.0,0.1,89.8,3.8,3.0,5.3,3574,1
STLO-1905430-227, 947,947,,84.0,99.0,0.05,94.5,4.0,3.1,2.6,3575,2
STLO-1905430-227, 948,948,,135.0,150.0,0.07,92.3,3.9,3.1,2.7,3576,3
STLO-1905430-227, 949,949,,184.0,199.0,0.07,92.7,4.4,3.5,4.0,3577,4
STLO-1905430-227, 950,950,,235.0,250.0,0.09,90.8,4.7,4.1,6.5,3578,5
STLO-1905430-227, 951,951,,284.0,299.0,0.13,87.1,5.3,4.6,6.7,3579,6
STLO-1905430-227, 952,952,,335.0,350.0,0.13,87.6,5.7,4.9,8.2,3580,7
STLO-1905430-227, 953,953,,384.0,399.0,0.21,80.2,5.8,5.2,30.9,3581,8
STLO-1905430-227, 954,954,,435.0,450.0,0.17,84.0,5.8,5.4,10.6,3582,9
STLO-1905430-228, 926,926,,55.0,70.0,0.08,92.1,3.9,3.0,8.2,3583,1
STLO-1905430-228, 927,927,,84.0,99.0,0.06,93.8,4.0,3.2,7.3,3584,2
STLO-1905430-228, 928,928,,135.0,150.0,0.07,93.1,4.3,3.6,3.0,3585,3
STLO-1905430-228, 929,929,,184.0,199.0,0.1,90.0,5.0,4.5,6.6,3586,4
STLO-1905430-228, 930,930,,235.0,250.0,0.09,90.7,5.7,4.9,6.9,3587,5
STLO-1905430-228, 931,931,,284.0,299.0,0.14,85.9,5.7,5.1,10.9,3588,6
STLO-1905430-228, 932,932,,335.0,350.0,0.18,83.4,5.8,5.2,14.7,3589,7
STLO-1905430-229, 925,925,,64.0,79.0,0.13,85.8,4.3,3.5,6.9,3590,1
STLO-1905430-230, 934,934,,69.0,84.0,0.07,90.0,4.0,3.0,4.6,3591,1
STLO-1905430-230, 935,935,,84.0,99.0,0.04,92.7,4.0,3.0,3.3,3592,2
STLO-1905430-230, 936,936,,135.0,150.0,0.06,93.8,4.2,3.2,2.0,3593,3
STLO-1905430-230, 937,937,,184.0,199.0,0.07,93.1,4.4,3.6,2.9,3594,4
STLO-1905430-230, 938,938,,235.0,250.0,0.08,92.2,4.9,4.1,4.4,3595,5
STLO-1905430-230, 939,939,,284.0,299.0,0.08,91.2,5.4,4.7,5.3,3596,6
STLO-1905430-230, 940,940,,335.0,350.0,0.12,88.0,5.7,5.0,8.8,3597,7
STLO-1905430-230, 941,941,,384.0,399.0,0.13,86.5,5.8,5.1,14.3,3598,8
STLO-1905430-230, 942,942,,435.0,450.0,0.13,87.0,5.8,5.3,10.6,3599,9
STLO-1905430-230, 943,943,,484.0,499.0,0.18,81.4,5.0,4.9,23.0,3600,10
STLO-1905430-A+400+1000,4995,4995,,0.0,20.0,,,3.8,3.0,,3601,1
STLO-1905430-A+400+1000,4996,4996,,20.0,50.0,,,3.8,2.9,,3602,2
STLO-1905430-A+400+1000,4997,4997,,70.0,100.0,,,4.1,3.1,,3603,3
STLO-1905430-A+400+1000,4998,4998,,120.0,150.0,,,4.4,3.5,,3604,4
STLO-1905430-A+400+1000,4999,4999,,170.0,200.0,,,4.8,4.1,,3605,5
STLO-1905430-A+400+1000,5000,5000,,10.0,25.0,0.04,93.7,,,7.1,3606,6
STLO-1905430-A+400+1000,5001,5001,,25.0,40.0,0.05,93.4,,,5.1,3607,7
STLO-1905430-A+400+1000,5002,5002,,60.0,75.0,0.09,90.7,,,7.9,3608,8
STLO-1905430-A+400+1000,5003,5003,,80.0,95.0,0.08,91.9,,,3.3,3609,9
STLO-1905430-A+400+1000,5004,5004,,110.0,125.0,0.04,93.2,,,2.0,3610,10
STLO-1905430-A+400+1000,5005,5005,,130.0,145.0,0.05,92.5,,,3.4,3611,11
STLO-1905430-A-400+800,4965,4965,,0.0,20.0,,,3.5,2.7,,3612,1
STLO-1905430-A-400+800,4966,4966,,20.0,50.0,,,3.6,2.7,,3613,2
STLO-1905430-A-400+800,4967,4967,,70.0,100.0,,,3.8,2.9,,3614,3
STLO-1905430-A-400+800,4968,4968,,120.0,150.0,,,4.0,3.2,,3615,4
STLO-1905430-A-400+800,4969,4969,,170.0,200.0,,,4.5,3.6,,3616,5
STLO-1905430-A-400+800,4970,4970,,15.0,30.0,0.06,92.9,,,4.3,3617,6
STLO-1905430-A-400+800,4971,4971,,30.0,45.0,0.07,91.1,,,7.1,3618,7
STLO-1905430-A-400+800,4972,4972,,55.0,70.0,0.06,90.6,,,3.7,3619,8
STLO-1905430-A-400+800,4973,4973,,80.0,95.0,0.07,92.9,,,1.9,3620,9
STLO-1905430-A-400+800,4974,4974,,105.0,120.0,0.06,92.9,,,2.1,3621,10
STLO-1905430-A-400+800,4975,4975,,130.0,145.0,0.07,93.1,,,2.2,3622,11
STLO-1905430-A0+1200,4986,4986,,0.0,20.0,,,3.8,2.8,,3623,1
STLO-1905430-A0+1200,4987,4987,,20.0,50.0,,,3.8,2.9,,3624,2
STLO-1905430-A0+1200,4988,4988,,70.0,100.0,,,3.9,2.9,,3625,3
STLO-1905430-A0+1200,4989,4989,,120.0,150.0,,,4.0,3.2,,3626,4
STLO-1905430-A0+1200,4990,4990,,170.0,200.0,,,4.4,3.3,,3627,5
STLO-1905430-A0+1200,4991,4991,,30.0,45.0,0.1,89.2,,,8.3,3628,6
STLO-1905430-A0+1200,4992,4992,,55.0,70.0,0.06,92.6,,,2.4,3629,7
STLO-1905430-A0+1200,4993,4993,,80.0,95.0,0.07,92.9,,,2.0,3630,8
STLO-1905430-A0+1200,4994,4994,,125.0,140.0,0.06,93.7,,,1.8,3631,9
STLO-1905430-A0+400,4976,4976,,0.0,20.0,,,3.7,2.8,,3632,1
STLO-1905430-A0+400,4977,4977,,20.0,50.0,,,3.5,2.7,,3633,2
STLO-1905430-A0+400,4978,4978,,70.0,100.0,,,3.7,2.9,,3634,3
STLO-1905430-A0+400,4979,4979,,120.0,150.0,,,4.0,3.0,,3635,4
STLO-1905430-A0+400,4980,4980,,170.0,200.0,,,4.4,3.3,,3636,5
STLO-1905430-A0+400,4981,4981,,30.0,45.0,0.06,90.4,,,6.2,3637,6
STLO-1905430-A0+400,4982,4982,,55.0,70.0,0.05,93.0,,,4.3,3638,7
STLO-1905430-A0+400,4983,4983,,75.0,90.0,0.05,93.0,,,2.3,3639,8
STLO-1905430-A0+400,4984,4984,,90.0,105.0,0.06,93.8,,,2.6,3640,9
STLO-1905430-A0+400,4985,4985,,110.0,125.0,0.05,93.3,,,2.1,3641,10
STLO-1905434-231, 917,917,,40.0,55.0,0.17,83.0,4.8,4.2,10.1,3642,1
STLO-1905434-231, 918,918,,84.0,99.0,0.24,77.6,5.7,5.2,18.5,3643,2
STLO-1905434-231, 919,919,,120.0,135.0,0.26,77.6,6.0,5.7,22.9,3644,3
STLO-1905434-232, 921,921,,30.0,35.0,,,4.4,3.8,,3645,1
STLO-1905434-232, 922,922,,55.0,70.0,0.12,86.5,5.3,4.5,9.2,3646,2
STLO-1905434-232, 923,923,,83.0,98.0,0.27,76.0,5.7,4.9,26.0,3647,3
STLO-1905503-267,1200,1200,,23.0,38.0,,,4.5,4.3,,3648,1
STLO-1905503-268,1202,1202,,35.0,50.0,0.18,81.7,3.9,3.4,7.8,3649,1
STLO-1905503-268,1203,1203,,84.0,99.0,0.15,85.1,4.5,4.1,11.2,3650,2
STLO-1905523-269,1204,1204,,0.0,5.0,,86.6,4.3,,28.3,3651,1
STLO-1905523-269,1205,1205,,20.0,25.0,,76.0,4.4,3.8,66.5,3652,2
STLO-1905526-270,1206,1206,,84.0,99.0,0.2,78.6,5.1,4.6,11.2,3653,1
STLO-1905532-271,1208,1208,,25.0,40.0,0.27,70.3,4.3,3.7,20.6,3654,1
STLO-1906126-221,3576,3576,,40.0,60.0,0.13,87.4,3.6,2.9,6.4,3655,1
STLO-1906126-221,3577,3577,,50.0,100.0,0.07,92.8,3.7,3.0,1.9,3656,2
STLO-1906132-220,3578,3578,,30.0,60.0,0.13,86.2,5.5,4.9,9.4,3657,1
STLO-1906132-220,3579,3579,,80.0,120.0,0.16,83.4,5.2,4.8,10.2,3658,2
STLO-2005212-616,3951,3951,,30.0,45.0,0.17,82.5,3.9,3.4,8.2,3659,1
STLO-2005212-616,3952,3952,,105.0,120.0,0.19,81.9,5.3,4.6,13.4,3660,2
STLO-2005303-174, 342,342,,35.0,50.0,0.06,91.7,4.7,4.0,8.5,3661,1
STLO-2005303-174, 343,343,,84.0,99.0,0.09,90.1,4.9,4.3,5.9,3662,2
STLO-2005303-174, 344,344,,135.0,150.0,0.11,89.2,5.3,4.7,9.4,3663,3
STLO-2005303-174, 345,345,,184.0,199.0,0.11,89.0,5.7,5.0,10.3,3664,4
STLO-2005303-174, 346,346,,235.0,250.0,0.11,89.7,6.0,5.3,8.0,3665,5
STLO-2005303-174, 347,347,,284.0,299.0,0.11,88.8,6.2,5.5,9.6,3666,6
STLO-2005303-174, 348,348,,335.0,350.0,0.14,86.8,6.1,5.6,10.8,3667,7
STLO-2005303-174, 349,349,,360.0,375.0,0.21,81.0,6.1,5.7,15.5,3668,8
STLO-2005303-175, 334,334,,35.0,50.0,0.05,92.8,4.4,3.7,8.3,3669,1
STLO-2005303-175, 335,335,,84.0,99.0,0.1,89.6,4.9,4.3,8.5,3670,2
STLO-2005303-175, 336,336,,135.0,150.0,0.09,90.8,5.3,4.7,10.0,3671,3
