DNR Peat Inventory ID #,D_Sample #,D_Sampnum,D_Sampnsub,D_Top Depth (cm),D_Bottom Depth (cm),D_Bulk Density (g/cc),D_Moisture Content (%),D_PH H2O,D_PH CaCl2,D_Ash Content (%),D_Uniq_id,D_Depthnum
KOOC-2206905-27,2937,2937,,185.0,200.0,0.07,92.4,5.2,4.8,5.8,1209,4
KOOC-2206905-27,2938,2938,,235.0,250.0,0.08,91.8,5.5,5.1,6.3,1210,5
KOOC-2206905-27,2939,2939,,285.0,300.0,0.06,93.8,5.9,5.4,7.6,1211,6
KOOC-2206905-27,2940,2940,,335.0,350.0,0.11,89.2,5.9,5.6,10.2,1212,7
KOOC-2206905-27,2941,2941,,385.0,400.0,0.07,92.4,6.1,5.7,8.6,1213,8
KOOC-2206905-27,2942,2942,,435.0,450.0,0.09,90.8,6.0,5.6,8.4,1214,9
KOOC-2206905-27,2943,2943,,485.0,500.0,0.12,88.6,5.8,5.5,9.3,1215,10
KOOC-2206905-27,2944,2944,,535.0,550.0,0.17,85.0,5.8,5.6,13.1,1216,11
KOOC-2206908-2,2896,2896,,35.0,50.0,0.09,91.9,3.9,3.3,6.0,1217,1
KOOC-2206908-2,2897,2897,,85.0,100.0,0.1,90.5,4.5,4.0,10.5,1218,2
KOOC-2206908-2,2898,2898,,135.0,150.0,0.1,90.2,5.1,4.5,4.9,1219,3
KOOC-2206908-2,2899,2899,,185.0,200.0,0.09,91.4,5.3,4.8,6.3,1220,4
KOOC-2206908-2,2900,2900,,235.0,250.0,0.1,90.5,5.6,5.0,6.1,1221,5
KOOC-2206908-2,2901,2901,,285.0,300.0,0.09,91.1,5.8,5.4,6.9,1222,6
KOOC-2206908-2,2902,2902,,335.0,350.0,0.11,89.6,6.0,5.5,8.1,1223,7
KOOC-2206908-2,2903,2903,,385.0,400.0,0.13,87.6,6.1,5.7,8.7,1224,8
KOOC-2206908-2,2904,2904,,435.0,450.0,0.12,88.2,6.1,5.8,9.2,1225,9
KOOC-2206908-2,2905,2905,,485.0,500.0,0.11,88.9,6.2,5.8,7.8,1226,10
KOOC-2206908-2,2906,2906,,535.0,550.0,0.13,88.1,6.3,6.0,12.3,1227,11
KOOC-2206908-2,2907,2907,,585.0,600.0,0.18,83.2,6.0,5.9,14.7,1228,12
KOOC-2206909-4,2909,2909,,35.0,50.0,0.09,91.0,3.8,3.2,5.7,1229,1
KOOC-2206909-4,2910,2910,,85.0,100.0,,92.1,4.3,3.8,6.3,1230,2
KOOC-2206909-4,2911,2911,,135.0,150.0,0.08,92.7,3.9,3.3,3.7,1231,3
KOOC-2206909-4,2912,2912,,185.0,200.0,0.09,91.3,4.3,3.6,3.9,1232,4
KOOC-2206909-4,2913,2913,,235.0,250.0,0.08,91.3,4.7,4.0,5.9,1233,5
KOOC-2206909-4,2914,2914,,285.0,300.0,0.06,92.7,5.0,4.3,4.1,1234,6
KOOC-2206909-4,2915,2915,,335.0,350.0,0.13,87.7,4.8,4.4,8.1,1235,7
KOOC-2206909-4,2916,2916,,385.0,400.0,0.1,90.4,5.0,4.6,7.2,1236,8
KOOC-2206909-4,2917,2917,,435.0,450.0,0.08,91.1,5.1,4.6,5.3,1237,9
KOOC-2206909-4,2918,2918,,485.0,500.0,0.07,92.9,5.2,4.7,4.5,1238,10
KOOC-2206909-4,2919,2919,,535.0,550.0,0.1,90.2,5.1,4.8,5.9,1239,11
KOOC-2206909-4,2920,2920,,585.0,600.0,0.11,89.1,5.2,4.9,7.7,1240,12
KOOC-2206909-4,2921,2921,,635.0,650.0,0.11,89.8,5.4,5.1,7.9,1241,13
KOOC-2206910-6,2923,2923,,35.0,50.0,0.13,87.7,5.5,5.3,11.4,1242,1
KOOC-2206910-6,2924,2924,,85.0,100.0,0.08,92.1,5.3,5.2,7.1,1243,2
KOOC-2206910-6,2925,2925,,135.0,150.0,0.1,90.6,5.3,5.1,5.9,1244,3
KOOC-2206910-6,2926,2926,,185.0,200.0,0.09,91.3,5.2,5.0,5.8,1245,4
KOOC-2206910-6,2927,2927,,235.0,250.0,0.09,91.2,5.2,4.9,7.6,1246,5
KOOC-2206910-6,2928,2928,,285.0,300.0,0.13,87.9,5.1,5.0,7.5,1247,6
KOOC-2206910-6,2929,2929,,335.0,350.0,0.11,87.9,5.2,5.1,5.5,1248,7
KOOC-2206910-6,2930,2930,,385.0,400.0,0.09,89.5,5.3,5.1,6.7,1249,8
KOOC-2206910-6,2931,2931,,435.0,450.0,0.13,88.2,5.3,5.2,6.9,1250,9
KOOC-2206910-6,2932,2932,,485.0,500.0,0.19,82.1,5.8,5.7,17.3,1251,10
KOOC-2207032-13,2946,2946,,35.0,50.0,0.12,88.2,5.5,5.3,8.6,1252,1
KOOC-2207032-13,2947,2947,,85.0,100.0,0.13,87.1,5.3,4.9,5.9,1253,2
KOOC-2207032-13,2948,2948,,135.0,150.0,0.16,85.8,5.7,5.4,9.3,1254,3
KOOC-2207032-13,2949,2949,,185.0,200.0,0.15,85.8,5.9,5.6,11.9,1255,4
KOOC-2207032-13,2950,2950,,235.0,250.0,0.18,84.2,5.9,5.6,11.2,1256,5
KOOC-2306317-648,3080,3080,,35.0,50.0,0.15,85.2,3.3,3.2,4.5,1257,1
KOOC-2306317-648,3081,3081,,85.0,100.0,0.15,85.3,4.3,4.3,7.8,1258,2
KOOC-2306317-648,3082,3082,,135.0,150.0,0.22,80.6,5.4,5.3,13.8,1259,3
KOOC-2306317-648,3083,3083,,185.0,200.0,0.22,78.3,5.7,5.6,17.8,1260,4
KOOC-2306317-648,3084,3084,,205.0,220.0,0.27,75.0,6.0,5.8,30.9,1261,5
KOOC-2307006-1,4624,4624,,20.0,30.0,,,,5.6,,1262,1
KOOC-2307006-1,4625,4625,,30.0,45.0,0.11,87.0,,,11.6,1263,2
KOOC-2307006-1,4626,4626,,80.0,95.0,0.12,88.0,,,8.8,1264,3
KOOC-2307006-1,4627,4627,,130.0,145.0,0.15,84.9,,,10.9,1265,4
KOOC-2307006-1A,1387,1387,,35.0,50.0,0.07,89.9,5.8,5.2,7.5,1266,1
KOOC-2307006-1A,1388,1388,,85.0,100.0,0.09,88.3,6.1,5.6,8.2,1267,2
KOOC-2307006-1A,1389,1389,,135.0,150.0,0.11,85.8,6.3,5.8,12.7,1268,3
KOOC-2307006-1A,1390,1390,,185.0,200.0,0.11,86.9,6.3,5.8,11.1,1269,4
KOOC-2307006-1A,1391,1391,,225.0,240.0,0.12,86.1,6.4,5.8,11.7,1270,5
KOOC-2307006-2,1393,1393,,35.0,50.0,0.07,91.5,5.4,4.8,7.6,1271,1
KOOC-2307006-2,1394,1394,,85.0,100.0,0.14,87.3,5.5,5.0,9.1,1272,2
KOOC-2307006-2,1395,1395,,135.0,150.0,0.14,88.2,5.6,5.2,10.9,1273,3
KOOC-2307006-2,1396,1396,,185.0,200.0,0.15,87.3,5.8,5.3,10.0,1274,4
KOOC-2307006-2,1397,1397,,235.0,250.0,0.13,88.0,5.8,5.4,9.2,1275,5
KOOC-2307006-2,1398,1398,,285.0,300.0,0.14,87.2,5.8,5.4,10.0,1276,6
KOOC-2307006-2,1399,1399,,335.0,350.0,0.15,86.5,6.0,5.4,11.6,1277,7
KOOC-2307006-2,1400,1400,,385.0,400.0,0.18,84.5,5.8,5.6,11.9,1278,8
KOOC-2307006-2,1401,1401,,435.0,450.0,0.24,79.6,5.4,5.2,28.3,1279,9
KOOC-2307006-3,1403,1403,,35.0,50.0,0.14,86.8,5.9,5.4,11.2,1280,1
KOOC-2307006-3,1404,1404,,85.0,100.0,0.15,86.8,6.0,5.4,9.9,1281,2
KOOC-2307006-3,1405,1405,,135.0,150.0,0.13,87.4,6.0,5.5,9.9,1282,3
KOOC-2307006-3,1406,1406,,185.0,200.0,0.16,85.7,6.0,5.6,11.5,1283,4
KOOC-2307006-3,1407,1407,,235.0,250.0,0.15,86.4,6.2,5.7,11.5,1284,5
KOOC-2307006-3,1408,1408,,285.0,300.0,0.19,83.4,6.1,5.7,23.9,1285,6
KOOC-2307006-3,1409,1409,,320.0,335.0,,82.7,6.0,5.7,28.1,1286,7
KOOC-2406318-652,3086,3086,,35.0,50.0,0.14,86.9,3.8,3.6,8.5,1287,1
KOOC-2406318-652,3087,3087,,85.0,100.0,0.18,83.9,5.4,5.2,11.5,1288,2
KOOC-2406318-652,3088,3088,,135.0,150.0,0.2,82.2,5.8,5.6,13.7,1289,3
KOOC-2406328-655,3090,3090,,35.0,50.0,0.08,92.3,4.1,3.6,6.4,1290,1
KOOC-2406328-655,3091,3091,,85.0,100.0,0.15,86.2,5.0,4.7,6.9,1291,2
KOOC-2406328-655,3092,3092,,135.0,150.0,0.16,84.1,5.9,5.7,17.4,1292,3
KOOC-2407024-W-2,4620,4620,,20.0,30.0,,,4.6,,,1293,1
KOOC-2407024-W-2,4621,4621,,30.0,45.0,0.08,90.9,,,7.9,1294,2
KOOC-2407024-W-2,4622,4622,,70.0,85.0,0.07,92.5,,,6.9,1295,3
KOOC-2407024-W-2,4623,4623,,125.0,140.0,0.06,93.3,,,10.0,1296,4
KOOC-2506831-69, 109,109,,40.0,55.0,0.1,89.5,4.4,3.8,10.6,1297,1
KOOC-2506831-69, 110,110,,135.0,150.0,0.07,92.1,5.5,5.2,6.0,1298,2
KOOC-2506831-69, 111,111,,220.0,235.0,0.17,86.2,5.9,5.8,11.6,1299,3
KOOC-2506910-N-12,4546,4546,,30.0,45.0,0.07,92.0,,,7.9,1300,1
KOOC-2506910-N-12,4547,4547,,80.0,95.0,0.08,90.6,,,5.8,1301,2
KOOC-2506910-N-12,4548,4548,,130.0,145.0,0.13,88.2,,,8.8,1302,3
KOOC-2506910-N-12,4549,4549,,170.0,185.0,0.1,90.6,,,8.5,1303,4
KOOC-2506910-N-13,4574,4574,,33.0,48.0,0.07,92.1,,,8.1,1304,1
KOOC-2506910-N-13,4575,4575,,80.0,95.0,0.1,92.0,,,6.5,1305,2
KOOC-2506910-N-13,4576,4576,,115.0,130.0,0.1,90.1,,,7.9,1306,3
KOOC-2506910-N-13,4577,4577,,163.0,178.0,0.09,90.4,,,6.4,1307,4
KOOC-2506910-N-28,4633,4633,,33.0,48.0,0.09,90.3,,,7.8,1308,1
KOOC-2506910-N-28,4634,4634,,80.0,95.0,0.11,89.4,,,6.6,1309,2
KOOC-2506910-N-28,4635,4635,,160.0,175.0,0.1,90.5,,,6.6,1310,3
KOOC-2506911-N-15,4585,4585,,32.0,47.0,0.1,90.2,,,7.9,1311,1
KOOC-2506911-N-15,4586,4586,,80.0,95.0,0.1,90.2,,,6.5,1312,2
KOOC-2506911-N-15,4587,4587,,130.0,145.0,0.09,90.6,,,9.2,1313,3
KOOC-2506911-N-15,4588,4588,,167.0,182.0,0.05,94.6,,,8.2,1314,4
KOOC-2506911-N-2,4523,4523,,65.0,80.0,0.07,91.0,,,5.6,1315,1
KOOC-2506911-N-2,4524,4524,,110.0,120.0,,,,5.2,,1316,2
KOOC-2506911-N-2,4525,4525,,120.0,135.0,0.09,90.8,,,5.4,1317,3
KOOC-2506911-N-3,4568,4568,,55.0,70.0,0.12,88.9,,,7.8,1318,1
KOOC-2506911-N-3,4570,4570,,83.0,98.0,0.09,90.8,,,5.2,1319,2
KOOC-2506911-N-3,4572,4572,,125.0,140.0,0.1,90.3,,,5.6,1320,3
KOOC-2506911-N-4,4561,4561,,33.0,48.0,0.08,91.3,,,7.0,1321,1
KOOC-2506914-N-17,4589,4589,,20.0,30.0,,,,4.6,,1322,1
KOOC-2506914-N-17,4590,4590,,32.0,47.0,0.07,91.7,,,6.5,1323,2
KOOC-2506914-N-17,4591,4591,,80.0,95.0,0.08,90.0,,,5.7,1324,3
KOOC-2506914-N-17,4592,4592,,130.0,145.0,0.09,91.3,,,8.4,1325,4
KOOC-2506914-N-17,4593,4593,,180.0,195.0,0.08,91.7,,,7.8,1326,5
KOOC-2506914-N-18,4594,4594,,20.0,30.0,,,,5.4,,1327,1
KOOC-2506914-N-18,4595,4595,,32.0,47.0,0.06,90.3,,,6.5,1328,2
KOOC-2506914-N-18,4596,4596,,80.0,95.0,0.07,91.6,,,5.8,1329,3
KOOC-2506914-N-18,4597,4597,,120.0,135.0,0.09,90.9,,,8.9,1330,4
KOOC-2506914-N-18,4598,4598,,170.0,180.0,,,,4.7,,1331,5
KOOC-2506914-N-18,4599,4599,,180.0,195.0,0.08,90.7,,,7.4,1332,6
KOOC-2506914-N-19,4600,4600,,15.0,30.0,,,,4.0,,1333,1
KOOC-2506914-N-19,4601,4601,,32.0,47.0,0.06,90.8,,,6.4,1334,2
KOOC-2506914-N-19,4602,4602,,70.0,80.0,,,,4.8,,1335,3
KOOC-2506914-N-19,4603,4603,,80.0,95.0,0.07,91.5,,,6.4,1336,4
KOOC-2506914-N-19,4604,4604,,130.0,145.0,0.08,91.8,,,7.0,1337,5
KOOC-2506914-N-19,4605,4605,,180.0,195.0,0.07,92.2,,,6.6,1338,6
KOOC-2506914-N-20,4606,4606,,60.0,75.0,0.06,91.7,,,4.7,1339,1
KOOC-2506914-N-20,4607,4607,,120.0,135.0,0.07,91.0,,,5.6,1340,2
KOOC-2506914-N-20,4608,4608,,180.0,195.0,0.08,91.8,,,7.8,1341,3
KOOC-2506915-N-11,4540,4540,,30.0,45.0,0.09,90.8,,,6.6,1342,1
KOOC-2506915-N-11,4541,4541,,80.0,95.0,0.09,90.7,,,7.8,1343,2
KOOC-2506915-N-11,4542,4542,,110.0,120.0,,,,5.5,,1344,3
KOOC-2506915-N-11,4543,4543,,120.0,135.0,0.09,91.5,,,8.4,1345,4
KOOC-2506915-N-11,4544,4544,,165.0,180.0,0.1,90.8,,,9.6,1346,5
KOOC-2506915-N-14,4579,4579,,30.0,45.0,0.1,90.4,,,6.5,1347,1
KOOC-2506915-N-14,4580,4580,,75.0,90.0,0.08,91.6,,,6.0,1348,2
KOOC-2506915-N-14,4581,4581,,133.0,148.0,0.1,90.6,,,7.2,1349,3
KOOC-2506915-N-14,4583,4583,,170.0,185.0,0.1,90.2,,,7.9,1350,4
KOOC-2506915-N-30,4641,4641,,32.0,47.0,0.09,90.8,,,8.4,1351,1
KOOC-2506915-N-30,4642,4642,,75.0,90.0,0.11,89.6,,,8.2,1352,2
KOOC-2506915-N-30,4643,4643,,130.0,145.0,0.09,91.3,,,7.9,1353,3
KOOC-2506915-N-30,4644,4644,,175.0,190.0,0.11,90.2,,,7.7,1354,4
KOOC-2506916-N-26,4629,4629,,75.0,85.0,0.13,87.6,,,11.5,1355,1
KOOC-2506916-N-26,4630,4630,,120.0,135.0,0.13,88.3,,,9.4,1356,2
KOOC-2506916-N-26,4631,4631,,130.0,145.0,0.1,87.4,,,10.1,1357,3
KOOC-2506916-N-29,4637,4637,,33.0,47.0,0.12,87.5,,,9.2,1358,1
KOOC-2506916-N-29,4638,4638,,80.0,95.0,0.12,88.7,,,9.4,1359,2
KOOC-2506916-N-29,4639,4639,,120.0,135.0,0.12,89.4,,,9.0,1360,3
KOOC-2506916-N-29,4640,4640,,160.0,175.0,0.1,90.4,,,8.4,1361,4
KOOC-2506922-N-9,4534,4534,,25.0,40.0,0.12,88.4,,,8.8,1362,1
KOOC-2506922-N-9,4535,4535,,70.0,85.0,0.11,89.1,,,8.1,1363,2
KOOC-2506922-N-9,4536,4536,,120.0,130.0,,,,5.4,,1364,3
KOOC-2506922-N-9,4537,4537,,130.0,145.0,0.12,89.0,,,9.3,1365,4
KOOC-2506922-N-9,4538,4538,,170.0,185.0,0.11,89.3,,,8.3,1366,5
KOOC-2506927-N-7,4528,4528,,30.0,45.0,0.13,86.9,,,7.8,1367,1
KOOC-2506927-N-7,4529,4529,,80.0,95.0,0.14,86.7,,,9.0,1368,2
KOOC-2506927-N-7,4530,4530,,115.0,125.0,0.12,89.4,,,7.0,1369,3
KOOC-2506927-N-7,4532,4532,,165.0,180.0,0.11,89.3,,,6.1,1370,4
KOOC-2606703-11,   8,8,,37.0,52.0,,93.3,,,4.5,1371,1
KOOC-2606703-11,   9,9,,135.0,150.0,0.12,88.8,5.3,4.8,7.3,1372,2
KOOC-2606713-37,  54,54,,60.0,75.0,0.14,86.0,3.9,3.3,4.9,1373,1
KOOC-2606713-37,  55,55,,166.0,181.0,0.18,83.0,4.6,4.3,9.8,1374,2
KOOC-2606713-37,  56,56,,250.0,265.0,0.18,83.3,5.1,4.9,9.3,1375,3
KOOC-2606713-37,  57,57,,325.0,340.0,0.21,81.5,5.2,5.1,13.0,1376,4
KOOC-2606714-29,  45,45,,53.0,68.0,0.08,92.5,4.2,3.6,9.8,1377,1
KOOC-2606714-29,  46,46,,160.0,175.0,0.05,93.7,4.9,4.4,4.9,1378,2
KOOC-2606714-29,  47,47,,235.0,250.0,0.09,91.7,5.5,5.0,6.8,1379,3
KOOC-2606715-26,  40,40,,35.0,50.0,0.09,90.4,4.1,3.4,5.8,1380,1
KOOC-2606715-26,  41,41,,140.0,155.0,0.09,91.1,4.9,4.4,4.1,1381,2
KOOC-2606715-26,  42,42,,235.0,250.0,0.09,91.3,5.8,5.3,5.4,1382,3
KOOC-2606715-26,  43,43,,335.0,350.0,0.13,87.7,5.6,5.4,7.7,1383,4
KOOC-2606715-32,  49,49,,8.0,23.0,,93.7,4.1,3.4,7.5,1384,1
KOOC-2606715-32,  50,50,,50.0,65.0,0.12,87.3,4.6,4.0,6.5,1385,2
KOOC-2606715-32,  51,51,,135.0,150.0,0.13,87.8,5.4,4.9,5.4,1386,3
KOOC-2606715-32,  52,52,,235.0,250.0,0.1,89.6,5.6,5.1,6.6,1387,4
KOOC-2606717-14,  15,15,,0.0,25.0,,93.9,4.2,3.6,9.2,1388,1
KOOC-2606717-14,  16,16,,50.0,65.0,0.14,87.3,4.6,4.0,7.7,1389,2
KOOC-2606717-14,  17,17,,165.0,180.0,0.15,86.9,5.4,5.0,7.9,1390,3
KOOC-2606717-14,  18,18,,260.0,295.0,0.16,86.2,5.3,5.2,8.1,1391,4
KOOC-2606718-13,  10,10,,50.0,65.0,0.17,84.3,5.0,4.5,8.2,1392,1
KOOC-2606718-13,  11,11,,168.0,183.0,0.13,88.0,5.4,4.9,6.0,1393,2
KOOC-2606718-13,  12,12,,260.0,275.0,0.16,84.7,5.4,5.1,9.2,1394,3
KOOC-2606719-20,  20,20,,35.0,50.0,0.13,86.1,3.8,3.4,8.4,1395,1
KOOC-2606719-20,  21,21,,135.0,150.0,0.15,85.6,5.1,4.7,9.6,1396,2
KOOC-2606719-20,  22,22,,184.0,199.0,0.18,81.8,5.4,5.2,18.1,1397,3
KOOC-2606719-20,  23,23,,220.0,235.0,0.15,86.2,5.2,5.0,13.8,1398,4
KOOC-2606720-21, 162,162,,35.0,50.0,0.13,85.4,5.0,4.6,6.2,1399,1
KOOC-2606721-44,  70,70,,22.0,37.0,0.07,92.3,4.0,3.1,4.3,1400,1
KOOC-2606721-44,  71,71,,50.0,65.0,0.1,89.6,4.0,3.1,7.2,1401,2
KOOC-2606721-44,  72,72,,170.0,185.0,0.08,91.7,4.3,3.5,2.8,1402,3
KOOC-2606721-44,  73,73,,235.0,250.0,0.12,88.4,4.8,4.0,3.8,1403,4
KOOC-2606721-44,  74,74,,335.0,350.0,0.11,89.4,5.2,4.6,7.6,1404,5
KOOC-2606721-44,  75,75,,435.0,450.0,0.14,86.5,5.2,4.9,8.5,1405,6
KOOC-2606721-44,  76,76,,475.0,490.0,0.23,79.4,5.6,5.2,17.4,1406,7
KOOC-2606721-46,  77,77,,35.0,50.0,0.09,90.4,4.2,3.4,5.9,1407,1
KOOC-2606721-46,  78,78,,135.0,150.0,0.06,92.8,5.0,4.1,4.0,1408,2
KOOC-2606721-46,  79,79,,235.0,250.0,0.12,88.2,5.5,4.9,7.8,1409,3
KOOC-2606721-46,  80,80,,335.0,350.0,0.14,85.2,5.8,5.4,11.0,1410,4
KOOC-2606721-46,  81,81,,425.0,440.0,0.19,81.1,6.0,5.6,11.9,1411,5
KOOC-2606722-43,  68,68,,15.0,30.0,0.04,94.4,4.3,3.5,6.9,1412,1
KOOC-2606722-43,  69,69,,35.0,50.0,0.11,89.0,4.6,3.8,15.5,1413,2
KOOC-2606722-48,  82,82,,35.0,50.0,0.06,91.2,6.1,5.7,9.4,1414,1
KOOC-2606722-48,  83,83,,135.0,150.0,0.11,88.2,5.8,5.4,7.6,1415,2
KOOC-2606722-48,  84,84,,215.0,230.0,0.12,87.3,5.8,5.5,7.6,1416,3
KOOC-2606723-39,  58,58,,35.0,50.0,0.09,88.6,4.6,4.0,8.7,1417,1
KOOC-2606723-39,  59,59,,135.0,150.0,0.13,86.5,5.5,5.0,11.7,1418,2
KOOC-2606723-40,  62,62,,35.0,50.0,0.1,89.8,4.0,3.3,8.9,1419,1
KOOC-2606723-40,  63,63,,135.0,150.0,0.06,92.5,5.0,4.5,4.8,1420,2
KOOC-2606723-40,  64,64,,235.0,250.0,0.16,83.9,5.4,5.0,7.9,1421,3
KOOC-2606723-40,  65,65,,275.0,290.0,0.18,82.4,5.0,4.9,13.0,1422,4
KOOC-2606723-42,  66,66,,35.0,50.0,0.07,91.1,4.2,3.4,5.5,1423,1
KOOC-2606723-42,  67,67,,135.0,150.0,0.22,74.8,,,6.5,1424,2
KOOC-2606729-22,  25,25,,35.0,50.0,0.15,86.1,5.7,5.4,11.3,1425,1
KOOC-2606729-22,  26,26,,80.0,95.0,0.2,80.4,5.6,5.4,18.7,1426,2
KOOC-2606732-23,  28,28,,35.0,50.0,0.15,85.3,5.1,4.9,11.2,1427,1
KOOC-2606732-23,  29,29,,135.0,150.0,0.15,85.7,5.8,5.6,11.7,1428,2
KOOC-2606732-23,  30,30,,195.0,210.0,0.16,85.4,5.1,5.0,14.4,1429,3
KOOC-2606732-24,  33,33,,35.0,50.0,0.12,87.8,4.7,4.3,7.6,1430,1
KOOC-2606732-24,  34,34,,135.0,150.0,0.14,85.6,5.0,4.6,5.5,1431,2
KOOC-2606732-24,  35,35,,235.0,250.0,0.2,79.7,4.9,4.8,20.7,1432,3
KOOC-2606828-51, 159,159,,35.0,50.0,0.17,84.0,4.3,3.8,8.7,1433,1
KOOC-2606828-51, 160,160,,100.0,115.0,0.2,83.8,5.2,4.7,13.0,1434,2
KOOC-2606829-52, 156,156,,50.0,65.0,0.16,85.5,4.5,4.0,8.5,1435,1
KOOC-2606832-56, 157,157,,58.0,73.0,0.22,77.4,5.2,4.8,60.7,1436,1
KOOC-2606833-58,  87,87,,10.0,25.0,0.03,94.7,4.2,3.5,5.7,1437,1
KOOC-2606833-58,  88,88,,85.0,100.0,0.11,89.9,4.5,3.9,4.6,1438,2
KOOC-2606833-58,  89,89,,135.0,150.0,0.14,88.2,5.2,4.8,8.4,1439,3
KOOC-2606833-58,  90,90,,235.0,250.0,0.21,80.9,5.9,5.7,12.2,1440,4
KOOC-2606833-61,  92,92,,60.0,75.0,0.08,91.8,4.6,4.0,6.1,1441,1
KOOC-2606833-61,  93,93,,135.0,150.0,0.08,92.1,5.3,4.8,5.4,1442,2
KOOC-2606833-61,  94,94,,200.0,215.0,0.17,84.5,5.0,4.9,11.6,1443,3
KOOC-2606834-4,   1,1,,26.0,41.0,,93.8,4.8,4.0,3.2,1444,1
KOOC-2606834-4,   2,2,,80.0,95.0,0.07,91.7,4.9,4.2,6.5,1445,2
KOOC-2606834-4,   3,3,,170.0,185.0,0.16,83.9,5.4,5.1,11.0,1446,3
KOOC-2606834-6,   4,4,,73.0,88.0,0.1,90.0,4.7,4.2,7.5,1447,1
KOOC-2606834-6,   5,5,,170.0,185.0,0.14,85.9,5.5,5.0,8.3,1448,2
KOOC-2606834-6,   6,6,,270.0,285.0,0.14,85.7,5.2,5.0,8.0,1449,3
KOOC-2606834-62,  96,96,,30.0,45.0,0.09,90.7,4.9,4.0,6.8,1450,1
KOOC-2606834-62,  97,97,,135.0,150.0,0.15,86.0,5.2,5.0,6.4,1451,2
KOOC-2606834-62,  98,98,,200.0,215.0,0.16,85.4,5.6,5.4,9.5,1452,3
KOOC-2606836-64,  99,99,,35.0,50.0,0.07,92.6,4.2,3.2,4.2,1453,1
KOOC-2606836-64, 100,100,,140.0,155.0,0.06,93.5,4.3,3.6,3.4,1454,2
KOOC-2606836-64, 101,101,,240.0,255.0,0.08,91.4,5.4,4.9,7.6,1455,3
KOOC-2606836-64, 102,102,,340.0,355.0,0.15,85.3,5.8,5.4,11.0,1456,4
KOOC-2606836-64, 103,103,,435.0,450.0,0.16,80.9,5.5,5.4,9.6,1457,5
KOOC-2606836-64, 104,104,,535.0,550.0,0.15,84.6,6.0,5.8,10.4,1458,6
KOOC-2606902-L-10,4646,4646,,33.0,48.0,0.12,87.3,,,6.8,1459,1
KOOC-2606902-L-10,4647,4647,,75.0,90.0,0.15,85.5,,,5.1,1460,2
KOOC-2606902-L-10,4648,4648,,125.0,140.0,0.14,87.1,,,6.5,1461,3
KOOC-2606902-L-10,4649,4649,,180.0,195.0,0.13,88.2,,,8.6,1462,4
KOOC-2606903-A-1800-1400,4738,4738,,18.0,33.0,0.12,87.0,,,10.5,1463,1
KOOC-2606903-A-1800-1400,4739,4739,,33.0,48.0,0.15,85.5,,,9.2,1464,2
KOOC-2606903-A-1800-1400,4740,4740,,52.0,67.0,0.15,84.8,,,11.6,1465,3
KOOC-2606903-A-1800-1400,4741,4741,,67.0,82.0,0.14,86.0,,,11.3,1466,4
KOOC-2606903-A-1800-1400,4742,4742,,82.0,97.0,0.13,88.0,,,11.0,1467,5
KOOC-2606903-A-1800-1400,4743,4743,,102.0,117.0,0.15,85.9,,,11.2,1468,6
KOOC-2606903-A-1800-1400,4744,4744,,117.0,132.0,0.15,86.2,,,12.4,1469,7
KOOC-2606903-A-1800-1400,4745,4745,,132.0,147.0,0.15,86.3,,,11.2,1470,8
KOOC-2606910-L-3,4617,4617,,50.0,65.0,0.12,88.6,,,8.2,1471,1
KOOC-2606910-L-3,4618,4618,,130.0,145.0,0.12,88.2,,,7.9,1472,2
KOOC-2606911-A0-2200,4722,4722,,0.0,15.0,0.04,93.0,,,5.1,1473,1
KOOC-2606911-A0-2200,4723,4723,,15.0,30.0,0.08,90.2,,,6.5,1474,2
KOOC-2606911-A0-2200,4724,4724,,30.0,45.0,0.09,89.7,,,5.8,1475,3
KOOC-2606911-A0-2200,4725,4725,,45.0,60.0,0.1,89.6,,,3.5,1476,4
KOOC-2606911-A0-2200,4726,4726,,60.0,75.0,0.1,90.1,,,5.0,1477,5
KOOC-2606911-A0-2200,4727,4727,,75.0,90.0,0.1,89.9,,,6.0,1478,6
KOOC-2606911-A0-2200,4728,4728,,90.0,105.0,0.11,89.1,,,8.5,1479,7
KOOC-2606911-A0-2200,4729,4729,,105.0,120.0,0.14,87.5,,,10.7,1480,8
KOOC-2606911-A0-2200,4730,4730,,120.0,135.0,0.11,89.1,,,7.7,1481,9
KOOC-2606911-A0-2200,4731,4731,,135.0,150.0,0.09,90.6,,,7.0,1482,10
KOOC-2606911-A0-2200,4732,4732,,150.0,165.0,0.09,90.6,,,6.6,1483,11
KOOC-2606911-A0-2200,4733,4733,,165.0,180.0,0.11,89.4,,,6.9,1484,12
KOOC-2606911-A0-2200,4734,4734,,180.0,195.0,0.15,86.1,,,9.9,1485,13
KOOC-2606911-L-1,4609,4609,,20.0,30.0,,,3.3,,,1486,1
KOOC-2606911-L-1,4610,4610,,30.0,45.0,0.11,89.6,,,7.7,1487,2
KOOC-2606911-L-1,4611,4611,,75.0,90.0,0.11,88.9,,,6.8,1488,3
KOOC-2606911-L-2,4613,4613,,25.0,50.0,,,,3.0,,1489,1
KOOC-2606911-L-2,4614,4614,,50.0,65.0,0.11,88.8,,,4.6,1490,2
KOOC-2606911-L-2,4615,4615,,125.0,140.0,0.12,88.5,,,4.0,1491,3
